"Step","0_sazut-tonat-dokabtofok - episodic_return","0_sazut-tonat-dokabtofok - episodic_return__MIN","0_sazut-tonat-dokabtofok - episodic_return__MAX"
"2220122","40","40","40"
"2220196","28","28","28"
"2222691","40","40","40"
"2223086","40","40","40"
"2223297","40","40","40"
"2225832","40","40","40"
"2226038","40","40","40"
"2227160","5","5","5"
"2227860","40","40","40"
"2228108","40","40","40"
"2228834","40","40","40"
"2228937","40","40","40"
"2229265","40","40","40"
"2230976","40","40","40"
"2231238","40","40","40"
"2231610","40","40","40"
"2232225","40","40","40"
"2233270","1","1","1"
"2233867","19","19","19"
"2234172","40","40","40"
"2234430","40","40","40"
"2234915","2","2","2"
"2235159","40","40","40"
"2235762","40","40","40"
"2236095","40","40","40"
"2236317","40","40","40"
"2236423","40","40","40"
"2237642","40","40","40"
"2238570","40","40","40"
"2238748","40","40","40"
"2239555","40","40","40"
"2239695","40","40","40"
"2241227","1","1","1"
"2244207","40","40","40"
"2244861","40","40","40"
"2244996","40","40","40"
"2245267","41","41","41"
"2245421","40","40","40"
"2246119","40","40","40"
"2248347","40","40","40"
"2248633","40","40","40"
"2248760","40","40","40"
"2249695","40","40","40"
"2250018","7","7","7"
"2250101","40","40","40"
"2250277","40","40","40"
"2250731","40","40","40"
"2251187","8","8","8"
"2251998","40","40","40"
"2252098","17","17","17"
"2253036","40","40","40"
"2255412","40","40","40"
"2255504","40","40","40"
"2257264","40","40","40"
"2257817","40","40","40"
"2258294","40","40","40"
"2258337","15","15","15"
"2258491","40","40","40"
"2259302","40","40","40"
"2260053","40","40","40"
"2260148","2","2","2"
"2260365","40","40","40"
"2261216","40","40","40"
"2261518","40","40","40"
"2261826","2","2","2"
"2263422","21","21","21"
"2263813","40","40","40"
"2264296","40","40","40"
"2265624","40","40","40"
"2265847","40","40","40"
"2266194","40","40","40"
"2266241","40","40","40"
"2266966","40","40","40"
"2267298","13","13","13"
"2267369","40","40","40"
"2268166","40","40","40"
"2268634","40","40","40"
"2270920","40","40","40"
"2272228","41","41","41"
"2273932","40","40","40"
"2274290","41","41","41"
"2274708","40","40","40"
"2275465","40","40","40"
"2275894","10","10","10"
"2276608","40","40","40"
"2278301","40","40","40"
"2278887","40","40","40"
"2279644","40","40","40"
"2280139","40","40","40"
"2280452","40","40","40"
"2280798","19","19","19"
"2280945","40","40","40"
"2283699","40","40","40"
"2284031","40","40","40"
"2284127","40","40","40"
"2284419","40","40","40"
"2284633","13","13","13"
"2284963","40","40","40"
"2285718","11","11","11"
"2285770","40","40","40"
"2286204","40","40","40"
"2286365","3","3","3"
"2286855","40","40","40"
"2287119","25","25","25"
"2287888","40","40","40"
"2290041","40","40","40"
"2290455","40","40","40"
"2290714","9","9","9"
"2291115","3","3","3"
"2291390","15","15","15"
"2291700","12","12","12"
"2292661","40","40","40"
"2293574","12","12","12"
"2293787","40","40","40"
"2295146","40","40","40"
"2298269","4","4","4"
"2298848","40","40","40"
"2299176","40","40","40"
"2299586","40","40","40"
"2299795","40","40","40"
"2301484","40","40","40"
"2302053","40","40","40"
"2303408","40","40","40"
"2303800","40","40","40"
"2304149","40","40","40"
"2304439","40","40","40"
"2305702","40","40","40"
"2306145","40","40","40"
"2306373","40","40","40"
"2308009","40","40","40"
"2308562","40","40","40"
"2311505","40","40","40"
"2311585","1","1","1"
"2312344","40","40","40"
"2313409","41","41","41"
"2313678","40","40","40"
"2313954","40","40","40"
"2314580","40","40","40"
"2315044","40","40","40"
"2316439","15","15","15"
"2316658","40","40","40"
"2316828","40","40","40"
"2317065","40","40","40"
"2317529","20","20","20"
"2319244","40","40","40"
"2319523","41","41","41"
"2319670","40","40","40"
"2320415","40","40","40"
"2320542","40","40","40"
"2320625","40","40","40"
"2321233","3","3","3"
"2321647","18","18","18"
"2322302","40","40","40"
"2322826","40","40","40"
"2323656","40","40","40"
"2325315","40","40","40"
"2325444","40","40","40"
"2325647","40","40","40"
"2326155","40","40","40"
"2326912","40","40","40"
"2327045","10","10","10"
"2327656","40","40","40"
"2327847","40","40","40"
"2328411","41","41","41"
"2328555","40","40","40"
"2328699","40","40","40"
"2328749","40","40","40"
"2329471","40","40","40"
"2329917","40","40","40"
"2330070","40","40","40"
"2330138","40","40","40"
"2330247","40","40","40"
"2331165","40","40","40"
"2334366","6","6","6"
"2334406","40","40","40"
"2334707","40","40","40"
"2334890","40","40","40"
"2335223","40","40","40"
"2337588","40","40","40"
"2337721","40","40","40"
"2337765","40","40","40"
"2338333","4","4","4"
"2339573","40","40","40"
"2340284","40","40","40"
"2340592","40","40","40"
"2341389","40","40","40"
"2342060","40","40","40"
"2343059","40","40","40"
"2344925","3","3","3"
"2346425","0","0","0"
"2346570","8","8","8"
"2347878","40","40","40"
"2348760","40","40","40"
"2350304","40","40","40"
"2351632","40","40","40"
"2352593","25","25","25"
"2353618","40","40","40"
"2355020","23","23","23"
"2355201","40","40","40"
"2356073","40","40","40"
"2356105","40","40","40"
"2357378","40","40","40"
"2358021","40","40","40"
"2358212","22","22","22"
"2358684","40","40","40"
"2359396","40","40","40"
"2359905","40","40","40"
"2360382","24","24","24"
"2360419","40","40","40"
"2360546","40","40","40"
"2363322","40","40","40"
"2364146","40","40","40"
"2365070","40","40","40"
"2366175","40","40","40"
"2366719","40","40","40"
"2366833","40","40","40"
"2368537","40","40","40"
"2369142","40","40","40"
"2369547","40","40","40"
"2369882","40","40","40"
"2370472","40","40","40"
"2370499","40","40","40"
"2370590","40","40","40"
"2370779","40","40","40"
"2371143","41","41","41"
"2371221","40","40","40"
"2372566","40","40","40"
"2372781","40","40","40"
"2373303","40","40","40"
"2373576","40","40","40"
"2373693","40","40","40"
"2373780","40","40","40"
"2375371","4","4","4"
"2375975","40","40","40"
"2376001","13","13","13"
"2376251","40","40","40"
"2376389","9","9","9"
"2376448","23","23","23"
"2378405","40","40","40"
"2379844","10","10","10"
"2380710","40","40","40"
"2381168","40","40","40"
"2382157","40","40","40"
"2383127","40","40","40"
"2383470","40","40","40"
"2383759","40","40","40"
"2384221","40","40","40"
"2384372","40","40","40"
"2384940","40","40","40"
"2385139","40","40","40"
"2385290","40","40","40"
"2386886","40","40","40"
"2387051","40","40","40"
"2389756","40","40","40"
"2391187","40","40","40"
"2391428","2","2","2"
"2392912","40","40","40"
"2393632","40","40","40"
"2394129","40","40","40"
"2396213","40","40","40"
"2396393","40","40","40"
"2396515","40","40","40"
"2397112","40","40","40"
"2398303","14","14","14"
"2398654","40","40","40"
"2399058","40","40","40"
"2399354","40","40","40"
"2400818","40","40","40"
"2401644","10","10","10"
"2402009","40","40","40"
"2402848","1","1","1"
"2403247","40","40","40"
"2403719","22","22","22"
"2404876","24","24","24"
"2406044","40","40","40"
"2406350","40","40","40"
"2407323","40","40","40"
"2407700","21","21","21"
"2408356","40","40","40"
"2408725","40","40","40"
"2408950","40","40","40"
"2409033","40","40","40"
"2409925","40","40","40"
"2410783","8","8","8"
"2411648","40","40","40"
"2412194","40","40","40"
"2413854","40","40","40"
"2414017","26","26","26"
"2414424","40","40","40"
"2415208","40","40","40"
"2415638","40","40","40"
"2415783","40","40","40"
"2416305","24","24","24"
"2416719","40","40","40"
"2417189","40","40","40"
"2417623","40","40","40"
"2418612","40","40","40"
"2418989","40","40","40"
"2419016","40","40","40"
"2419142","40","40","40"
"2420891","7","7","7"
"2421371","40","40","40"
"2421506","40","40","40"
"2422404","40","40","40"
"2422615","0","0","0"
"2422826","40","40","40"
"2423243","40","40","40"
"2424121","40","40","40"
"2424317","8","8","8"
"2424545","40","40","40"
"2424845","40","40","40"
"2426179","40","40","40"
"2427007","40","40","40"
"2427274","40","40","40"
"2428880","40","40","40"
"2429028","5","5","5"
"2432043","40","40","40"
"2432112","40","40","40"
"2432371","40","40","40"
"2434812","40","40","40"
"2435857","40","40","40"
"2436707","40","40","40"
"2436792","40","40","40"
"2436986","40","40","40"
"2437222","40","40","40"
"2437550","41","41","41"
"2437984","40","40","40"
"2438583","19","19","19"
"2440861","40","40","40"
"2441384","14","14","14"
"2441583","40","40","40"
"2442933","40","40","40"
"2443177","40","40","40"
"2444722","40","40","40"
"2444807","40","40","40"
"2445336","40","40","40"
"2445560","2","2","2"
"2445587","40","40","40"
"2445772","40","40","40"
"2446299","9","9","9"
"2446829","19","19","19"
"2447129","40","40","40"
"2449294","40","40","40"
"2449534","41","41","41"
"2450240","40","40","40"
"2451392","0","0","0"
"2451882","23","23","23"
"2453179","40","40","40"
"2453868","40","40","40"
"2454991","40","40","40"
"2455092","40","40","40"
"2455184","40","40","40"
"2455455","40","40","40"
"2455885","16","16","16"
"2456521","40","40","40"
"2457534","6","6","6"
"2458897","3","3","3"
"2460372","40","40","40"
"2460578","40","40","40"
"2460886","40","40","40"
"2461214","40","40","40"
"2461854","0","0","0"
"2462229","40","40","40"
"2462631","40","40","40"
"2463106","41","41","41"
"2463802","17","17","17"
"2464519","11","11","11"
"2464710","40","40","40"
"2468351","40","40","40"
"2468676","40","40","40"
"2468915","40","40","40"
"2469079","40","40","40"
"2469701","40","40","40"
"2471363","40","40","40"
"2473867","41","41","41"
"2473929","11","11","11"
"2474826","40","40","40"
"2475150","16","16","16"
"2475634","22","22","22"
"2475703","40","40","40"
"2475822","40","40","40"
"2476016","40","40","40"
"2476139","40","40","40"
"2476296","40","40","40"
"2477249","40","40","40"
"2477540","40","40","40"
"2478125","16","16","16"
"2478649","40","40","40"
"2479269","40","40","40"
"2480579","4","4","4"
"2482262","4","4","4"
"2483069","40","40","40"
"2483196","40","40","40"
"2484108","40","40","40"
"2484800","40","40","40"
"2486702","3","3","3"
"2487403","2","2","2"
"2487520","40","40","40"
"2487645","40","40","40"
"2487784","40","40","40"
"2488405","10","10","10"
"2488801","23","23","23"
"2489096","8","8","8"
"2490607","40","40","40"
"2492507","40","40","40"
"2492627","40","40","40"
"2493023","40","40","40"
"2493092","3","3","3"
"2494118","40","40","40"
"2494339","2","2","2"
"2495428","40","40","40"
"2495764","40","40","40"
"2495980","40","40","40"
"2496041","40","40","40"
"2496284","40","40","40"
"2496739","40","40","40"
"2496949","40","40","40"
"2498036","40","40","40"
"2498232","40","40","40"
"2498880","0","0","0"
"2499537","40","40","40"
"2500319","2","2","2"
"2502198","40","40","40"
"2502267","40","40","40"
"2502968","2","2","2"
"2503091","40","40","40"
"2504194","40","40","40"
"2505112","41","41","41"
"2505543","40","40","40"
"2505682","40","40","40"
"2506192","40","40","40"
"2506586","40","40","40"
"2506699","41","41","41"
"2507151","40","40","40"
"2507806","40","40","40"
"2508007","40","40","40"
"2510918","40","40","40"
"2511117","40","40","40"
"2513679","3","3","3"
"2514276","6","6","6"
"2514544","40","40","40"
"2515351","40","40","40"
"2516553","40","40","40"
"2517170","40","40","40"
"2517433","40","40","40"
"2518230","40","40","40"
"2518285","1","1","1"
"2518833","40","40","40"
"2519862","5","5","5"
"2520237","40","40","40"
"2520631","40","40","40"
"2521295","2","2","2"
"2523210","40","40","40"
"2523617","40","40","40"
"2523969","40","40","40"
"2524389","40","40","40"
"2524492","40","40","40"
"2526277","40","40","40"
"2526762","40","40","40"
"2527882","2","2","2"
"2528278","5","5","5"
"2528475","40","40","40"
"2528943","40","40","40"
"2529053","40","40","40"
"2530069","40","40","40"
"2530440","40","40","40"
"2531396","40","40","40"
"2531754","1","1","1"
"2532088","4","4","4"
"2532099","40","40","40"
"2532348","40","40","40"
"2533806","40","40","40"
"2533926","40","40","40"
"2534271","40","40","40"
"2535516","23","23","23"
"2536044","40","40","40"
"2537184","40","40","40"
"2537265","12","12","12"
"2537653","40","40","40"
"2537769","40","40","40"
"2539278","40","40","40"
"2539380","41","41","41"
"2539515","40","40","40"
"2540651","40","40","40"
"2542035","40","40","40"
"2542802","40","40","40"
"2542886","5","5","5"
"2543761","40","40","40"
"2543967","40","40","40"
"2545104","40","40","40"
"2546522","40","40","40"
"2547304","40","40","40"
"2547571","40","40","40"
"2547718","40","40","40"
"2550782","40","40","40"
"2550786","40","40","40"
"2550966","40","40","40"
"2550983","40","40","40"
"2551320","40","40","40"
"2551380","40","40","40"
"2551428","2","2","2"
"2554015","0","0","0"
"2554298","40","40","40"
"2554315","40","40","40"
"2555914","19","19","19"
"2556313","40","40","40"
"2557524","1","1","1"
"2557824","40","40","40"
"2557965","22","22","22"
"2559500","40","40","40"
"2559929","40","40","40"
"2561121","40","40","40"
"2561447","40","40","40"
"2563696","40","40","40"
"2563977","40","40","40"
"2564635","40","40","40"
"2564677","40","40","40"
"2564893","40","40","40"
"2565057","40","40","40"
"2565216","2","2","2"
"2566750","40","40","40"
"2566962","40","40","40"
"2568463","40","40","40"
"2569325","40","40","40"
"2570030","40","40","40"
"2570339","40","40","40"
"2571365","40","40","40"
"2571733","40","40","40"
"2572031","40","40","40"
"2572247","40","40","40"
"2573436","40","40","40"
"2573610","40","40","40"
"2574291","40","40","40"
"2574492","40","40","40"
"2574536","40","40","40"
"2576500","40","40","40"
"2577583","40","40","40"
"2578360","40","40","40"
"2578563","40","40","40"
"2578726","40","40","40"
"2580273","40","40","40"
"2580316","0","0","0"
"2580624","17","17","17"
"2580797","41","41","41"
"2581877","40","40","40"
"2582132","1","1","1"
"2582854","40","40","40"
"2583438","40","40","40"
"2583706","40","40","40"
"2584007","40","40","40"
"2584203","40","40","40"
"2584683","40","40","40"
"2585851","40","40","40"
"2586345","40","40","40"
"2587125","0","0","0"
"2588497","40","40","40"
"2590312","40","40","40"
"2592415","40","40","40"
"2592918","40","40","40"
"2593580","40","40","40"
"2593752","40","40","40"
"2594618","40","40","40"
"2595705","40","40","40"
"2596598","40","40","40"
"2598156","28","28","28"
"2598425","40","40","40"
"2600833","40","40","40"
"2601538","40","40","40"
"2602468","40","40","40"
"2602624","40","40","40"
"2602890","40","40","40"
"2603090","40","40","40"
"2603849","40","40","40"
"2603936","40","40","40"
"2605345","40","40","40"
"2605927","40","40","40"
"2605956","40","40","40"
"2606195","40","40","40"
"2606935","23","23","23"
"2607833","6","6","6"
"2607887","40","40","40"
"2608333","40","40","40"
"2609413","40","40","40"
"2610022","40","40","40"
"2610206","40","40","40"
"2610303","40","40","40"
"2610403","40","40","40"
"2610733","40","40","40"
"2611324","40","40","40"
"2611344","23","23","23"
"2611695","40","40","40"
"2612919","40","40","40"
"2613141","40","40","40"
"2613218","40","40","40"
"2613339","40","40","40"
"2614100","25","25","25"
"2614640","40","40","40"
"2615107","23","23","23"
"2616915","40","40","40"
"2617022","40","40","40"
"2618036","40","40","40"
"2619109","40","40","40"
"2619182","40","40","40"
"2619392","6","6","6"
"2619505","40","40","40"
"2622460","5","5","5"
"2623282","40","40","40"
"2623391","40","40","40"
"2624106","7","7","7"
"2625352","40","40","40"
"2625798","40","40","40"
"2626411","41","41","41"
"2627734","40","40","40"
"2628411","40","40","40"
"2628533","40","40","40"
"2629594","40","40","40"
"2629724","40","40","40"
"2631160","40","40","40"
"2631337","40","40","40"
"2632395","40","40","40"
"2633166","40","40","40"
"2635311","12","12","12"
"2635527","40","40","40"
"2637572","40","40","40"
"2637633","21","21","21"
"2637881","40","40","40"
"2638604","40","40","40"
"2639072","40","40","40"
"2639121","40","40","40"
"2640536","40","40","40"
"2640901","15","15","15"
"2642516","40","40","40"
"2642727","40","40","40"
"2643450","40","40","40"
"2644333","40","40","40"
"2644646","40","40","40"
"2645202","40","40","40"
"2645622","40","40","40"
"2645968","40","40","40"
"2646281","40","40","40"
"2646572","40","40","40"
"2647119","40","40","40"
"2647838","41","41","41"
"2648347","40","40","40"
"2648804","40","40","40"
"2648909","40","40","40"
"2651070","40","40","40"
"2652437","40","40","40"
"2652974","40","40","40"
"2653570","40","40","40"
"2653719","40","40","40"
"2654946","40","40","40"
"2655882","40","40","40"
"2656250","1","1","1"
"2656871","4","4","4"
"2657023","40","40","40"
"2657817","40","40","40"
"2657928","27","27","27"
"2660293","12","12","12"
"2660352","40","40","40"
"2660852","40","40","40"
"2661279","40","40","40"
"2661899","40","40","40"
"2662435","41","41","41"
"2663155","40","40","40"
"2663457","40","40","40"
"2664605","40","40","40"
"2664756","3","3","3"
"2664880","41","41","41"
"2665509","40","40","40"
"2665576","40","40","40"
"2665747","40","40","40"
"2666034","17","17","17"
"2666417","40","40","40"
"2666557","40","40","40"
"2666684","40","40","40"
"2666780","40","40","40"
"2666859","40","40","40"
"2667432","0","0","0"
"2667575","40","40","40"
"2667896","40","40","40"
"2668483","40","40","40"
"2670346","4","4","4"
"2670598","40","40","40"
"2671914","40","40","40"
"2672790","40","40","40"
"2673869","11","11","11"
"2674330","40","40","40"
"2675385","40","40","40"
"2677191","40","40","40"
"2677249","40","40","40"
"2678568","5","5","5"
"2678686","25","25","25"
"2678781","4","4","4"
"2678880","40","40","40"
"2679044","40","40","40"
"2679401","40","40","40"
"2679541","40","40","40"
"2680977","40","40","40"
"2683096","40","40","40"
"2683304","0","0","0"
"2683920","40","40","40"
"2685721","40","40","40"
"2686223","40","40","40"
"2686843","41","41","41"
"2686862","23","23","23"
"2687570","40","40","40"
"2688872","2","2","2"
"2689493","40","40","40"
"2689647","40","40","40"
"2690398","4","4","4"
"2690825","40","40","40"
"2690883","14","14","14"
"2691084","40","40","40"
"2691437","40","40","40"
"2691915","40","40","40"
"2692004","40","40","40"
"2692059","40","40","40"
"2692524","40","40","40"
"2692817","12","12","12"
"2693026","40","40","40"
"2693388","0","0","0"
"2693463","40","40","40"
"2694887","40","40","40"
"2699663","7","7","7"
"2700049","3","3","3"
"2700509","40","40","40"
"2700659","40","40","40"
"2701076","40","40","40"
"2701184","40","40","40"
"2702193","16","16","16"
"2702803","40","40","40"
"2703065","9","9","9"
"2704150","19","19","19"
"2704202","40","40","40"
"2705083","14","14","14"
"2706559","40","40","40"
"2706561","40","40","40"
"2707006","40","40","40"
"2707123","1","1","1"
"2707848","40","40","40"
"2708581","40","40","40"
"2710111","40","40","40"
"2710305","40","40","40"
"2710789","40","40","40"
"2710958","40","40","40"
"2712258","40","40","40"
"2712611","40","40","40"
"2712774","40","40","40"
"2713200","40","40","40"
"2714877","26","26","26"
"2716276","40","40","40"
"2716838","40","40","40"
"2716950","2","2","2"
"2717034","40","40","40"
"2717483","40","40","40"
"2717831","40","40","40"
"2717901","40","40","40"
"2718304","20","20","20"
"2718798","40","40","40"
"2720114","40","40","40"
"2720220","40","40","40"
"2721912","40","40","40"
"2724218","40","40","40"
"2724725","40","40","40"
"2724826","40","40","40"
"2725152","1","1","1"
"2725188","40","40","40"
"2726313","19","19","19"
"2726484","17","17","17"
"2727117","2","2","2"
"2727570","13","13","13"
"2727646","40","40","40"
"2728912","40","40","40"
"2729197","40","40","40"
"2729465","40","40","40"
"2730443","40","40","40"
"2731288","40","40","40"
"2732809","40","40","40"
"2733004","40","40","40"
"2733116","40","40","40"
"2734241","9","9","9"
"2734997","40","40","40"
"2736866","40","40","40"
"2736952","7","7","7"
"2738422","40","40","40"
"2739883","9","9","9"
"2740462","40","40","40"
"2742692","40","40","40"
"2743159","40","40","40"
"2743866","6","6","6"
"2744151","40","40","40"
"2744605","40","40","40"
"2744706","40","40","40"
"2744904","40","40","40"
"2745007","40","40","40"
"2745603","40","40","40"
"2746289","40","40","40"
"2746635","3","3","3"
"2747291","40","40","40"
"2748741","21","21","21"
"2748863","40","40","40"
"2749433","8","8","8"
"2749563","40","40","40"
"2749907","40","40","40"
"2750041","40","40","40"
"2750479","40","40","40"
"2750764","40","40","40"
"2750900","40","40","40"
"2751277","11","11","11"
"2751784","40","40","40"
"2752177","3","3","3"
"2752357","40","40","40"
"2753529","0","0","0"
"2753955","40","40","40"
"2754752","40","40","40"
"2755069","40","40","40"
"2755399","21","21","21"
"2757148","18","18","18"
"2760015","5","5","5"
"2760330","40","40","40"
"2760641","40","40","40"
"2762154","40","40","40"
"2762582","41","41","41"
"2762714","40","40","40"
"2762859","10","10","10"
"2763056","40","40","40"
"2763462","40","40","40"
"2764255","40","40","40"
"2765521","40","40","40"
"2765618","40","40","40"
"2765648","40","40","40"
"2767506","24","24","24"
"2768225","40","40","40"
"2768309","40","40","40"
"2768710","1","1","1"
"2768937","40","40","40"
"2769331","7","7","7"
"2770270","40","40","40"
"2770953","40","40","40"
"2771140","40","40","40"
"2772072","12","12","12"
"2772390","41","41","41"
"2772991","15","15","15"
"2774285","40","40","40"
"2776604","11","11","11"
"2776660","40","40","40"
"2777784","40","40","40"
"2778087","40","40","40"
"2779157","40","40","40"
"2779739","12","12","12"
"2780847","40","40","40"
"2781448","40","40","40"
"2781794","40","40","40"
"2781886","4","4","4"
"2782624","40","40","40"
"2783726","40","40","40"
"2784910","40","40","40"
"2785143","41","41","41"
"2785410","40","40","40"
"2785560","40","40","40"
"2786721","5","5","5"
"2789140","8","8","8"
"2789571","40","40","40"
"2790297","40","40","40"
"2790924","40","40","40"
"2791744","40","40","40"
"2791844","40","40","40"
"2791959","40","40","40"
"2792203","40","40","40"
"2792822","40","40","40"
"2794195","40","40","40"
"2794288","40","40","40"
"2794325","5","5","5"
"2794405","40","40","40"
"2794618","40","40","40"
"2795299","40","40","40"
"2795501","40","40","40"
"2795933","26","26","26"
"2797932","40","40","40"
"2798218","40","40","40"
"2798641","40","40","40"
"2799105","40","40","40"
"2800217","5","5","5"
"2801017","40","40","40"
"2801130","40","40","40"
"2801981","40","40","40"
"2802191","40","40","40"
"2803141","40","40","40"
"2803508","40","40","40"
"2803984","25","25","25"
"2804595","40","40","40"
"2805074","40","40","40"
"2806261","40","40","40"
"2806587","40","40","40"
"2806635","40","40","40"
"2808730","40","40","40"
"2810198","40","40","40"
"2810409","40","40","40"
"2810982","40","40","40"
"2812937","40","40","40"
"2814197","0","0","0"
"2814632","40","40","40"
"2814898","40","40","40"
"2815295","40","40","40"
"2816017","40","40","40"
"2816275","11","11","11"
"2816973","40","40","40"
"2817627","40","40","40"
"2818137","6","6","6"
"2818878","12","12","12"
"2819391","1","1","1"
"2819718","40","40","40"
"2820883","0","0","0"
"2821675","2","2","2"
"2824442","40","40","40"
"2824478","40","40","40"
"2824823","40","40","40"
"2824935","40","40","40"
"2825076","11","11","11"
"2825156","40","40","40"
"2826141","40","40","40"
"2826594","40","40","40"
"2827635","12","12","12"
"2828380","40","40","40"
"2828663","1","1","1"
"2829023","40","40","40"
"2829519","12","12","12"
"2829628","40","40","40"
"2829816","40","40","40"
"2830008","0","0","0"
"2830103","40","40","40"
"2830692","40","40","40"
"2830936","40","40","40"
"2832289","40","40","40"
"2832456","40","40","40"
"2833632","40","40","40"
"2833709","40","40","40"
"2834069","40","40","40"
"2834293","11","11","11"
"2835650","40","40","40"
"2836352","40","40","40"
"2836801","40","40","40"
"2837861","40","40","40"
"2837902","40","40","40"
"2838064","40","40","40"
"2838137","40","40","40"
"2838262","28","28","28"
"2838732","40","40","40"
"2840203","40","40","40"
"2842737","40","40","40"
"2843645","40","40","40"
"2846971","40","40","40"
"2847371","4","4","4"
"2851139","40","40","40"
"2851705","1","1","1"
"2853034","40","40","40"
"2853140","40","40","40"
"2853189","40","40","40"
"2853841","40","40","40"
"2854032","26","26","26"
"2854269","1","1","1"
"2855459","40","40","40"
"2856383","40","40","40"
"2856969","40","40","40"
"2857485","40","40","40"
"2857802","40","40","40"
"2858138","40","40","40"
"2858266","0","0","0"
"2858534","40","40","40"
"2859247","40","40","40"
"2859324","40","40","40"
"2859506","40","40","40"
"2860099","0","0","0"
"2860204","40","40","40"
"2861801","28","28","28"
"2863638","40","40","40"
"2864446","27","27","27"
"2865274","40","40","40"
"2865336","40","40","40"
"2865441","11","11","11"
"2865756","40","40","40"
"2865838","40","40","40"
"2866948","40","40","40"
"2867286","0","0","0"
"2868111","40","40","40"
"2868393","4","4","4"
"2869395","41","41","41"
"2869875","40","40","40"
"2870302","40","40","40"
"2874155","40","40","40"
"2874203","40","40","40"
"2874433","40","40","40"
"2876212","40","40","40"
"2877064","40","40","40"
"2877604","40","40","40"
"2877834","6","6","6"
"2878070","40","40","40"
"2878080","40","40","40"
"2878320","40","40","40"
"2878434","40","40","40"
"2878503","40","40","40"
"2878623","40","40","40"
"2879256","40","40","40"
"2879720","7","7","7"
"2879829","40","40","40"
"2880093","40","40","40"
"2881829","40","40","40"
"2881998","40","40","40"
"2883074","40","40","40"
"2885702","40","40","40"
"2885955","15","15","15"
"2886391","40","40","40"
"2887456","40","40","40"
"2887853","40","40","40"
"2888663","40","40","40"
"2890425","40","40","40"
"2891589","40","40","40"
"2891659","40","40","40"
"2892515","40","40","40"
"2893388","40","40","40"
"2893693","40","40","40"
"2893969","40","40","40"
"2895065","40","40","40"
"2895992","14","14","14"
"2896251","40","40","40"
"2896272","40","40","40"
"2897673","40","40","40"
"2897810","40","40","40"
"2899482","40","40","40"
"2900341","40","40","40"
"2900530","40","40","40"
"2900759","4","4","4"
"2901856","1","1","1"
"2901996","40","40","40"
"2902207","40","40","40"
"2902634","40","40","40"
"2902908","40","40","40"
"2903338","0","0","0"
"2903482","40","40","40"
"2903601","11","11","11"
"2903672","0","0","0"
"2905388","0","0","0"
"2906388","40","40","40"
"2906607","40","40","40"
"2907902","40","40","40"
"2908056","7","7","7"
"2908301","40","40","40"
"2908513","40","40","40"
"2908895","40","40","40"
"2909507","8","8","8"
"2909779","40","40","40"
"2910780","2","2","2"
"2910789","9","9","9"
"2911142","40","40","40"
"2912683","40","40","40"
"2914887","40","40","40"
"2915125","8","8","8"
"2915187","40","40","40"
"2915740","40","40","40"
"2916119","7","7","7"
"2916452","40","40","40"
"2916984","9","9","9"
"2917121","40","40","40"
"2917986","40","40","40"
"2918038","40","40","40"
"2918644","40","40","40"
"2919470","40","40","40"
"2920335","40","40","40"
"2920619","1","1","1"
"2920923","40","40","40"
"2922498","40","40","40"
"2922626","0","0","0"
"2923614","40","40","40"
"2924680","40","40","40"
"2925046","40","40","40"
"2925828","40","40","40"
"2926976","40","40","40"
"2927719","23","23","23"
"2927853","40","40","40"
"2927982","1","1","1"
"2928435","3","3","3"
"2928734","0","0","0"
"2928880","40","40","40"
"2928953","40","40","40"
"2929064","40","40","40"
"2929486","40","40","40"
"2929696","6","6","6"
"2930345","40","40","40"
"2930510","0","0","0"
"2932106","40","40","40"
"2933266","22","22","22"
"2933391","2","2","2"
"2933603","40","40","40"
"2934245","40","40","40"
"2934406","40","40","40"
"2936585","40","40","40"
"2937773","4","4","4"
"2938474","13","13","13"
"2939127","40","40","40"
"2939295","40","40","40"
"2939472","40","40","40"
"2940942","2","2","2"
"2941657","40","40","40"
"2942106","40","40","40"
"2942715","40","40","40"
"2942933","40","40","40"
"2943613","40","40","40"
"2944201","3","3","3"
"2944524","40","40","40"
"2945693","40","40","40"
"2945785","8","8","8"
"2945880","40","40","40"
"2947403","40","40","40"
"2947729","40","40","40"
"2948006","40","40","40"
"2948145","40","40","40"
"2948360","11","11","11"
"2948563","40","40","40"
"2948884","40","40","40"
"2949630","40","40","40"
"2950399","40","40","40"
"2951162","40","40","40"
"2951783","40","40","40"
"2951980","40","40","40"
"2952225","40","40","40"
"2953330","40","40","40"
"2954020","40","40","40"
"2954911","4","4","4"
"2957086","11","11","11"
"2957178","2","2","2"
"2958090","19","19","19"
"2958447","40","40","40"
"2958898","1","1","1"
"2959967","2","2","2"
"2960389","40","40","40"
"2960504","24","24","24"
"2960923","40","40","40"
"2963876","3","3","3"
"2963907","40","40","40"
"2965639","41","41","41"
"2966358","40","40","40"
"2966965","40","40","40"
"2967767","40","40","40"
"2968205","40","40","40"
"2968450","40","40","40"
"2969244","40","40","40"
"2969508","4","4","4"
"2970704","40","40","40"
"2971946","40","40","40"
"2972164","40","40","40"
"2972289","24","24","24"
"2972409","40","40","40"
"2973015","1","1","1"
"2973225","40","40","40"
"2973347","40","40","40"
"2973920","41","41","41"
"2974482","17","17","17"
"2975202","40","40","40"
