"Step","14_sazut-tonat-munobhasaz - episodic_return","14_sazut-tonat-munobhasaz - episodic_return__MIN","14_sazut-tonat-munobhasaz - episodic_return__MAX"
"1914522","2","2","2"
"1914718","30","30","30"
"1915446","3","3","3"
"1915558","2","2","2"
"1915893","11","11","11"
"1916050","10","10","10"
"1916148","6","6","6"
"1916632","6","6","6"
"1916759","9","9","9"
"1917093","2","2","2"
"1917383","5","5","5"
"1917698","7","7","7"
"1917951","4","4","4"
"1918250","2","2","2"
"1918300","4","4","4"
"1918545","4","4","4"
"1919561","1","1","1"
"1920330","11","11","11"
"1920560","2","2","2"
"1921324","7","7","7"
"1921747","5","5","5"
"1922056","5","5","5"
"1922674","5","5","5"
"1923706","3","3","3"
"1923746","12","12","12"
"1924045","4","4","4"
"1924549","2","2","2"
"1925270","2","2","2"
"1926208","8","8","8"
"1926695","3","3","3"
"1928780","4","4","4"
"1930542","5","5","5"
"1931022","4","4","4"
"1931541","5","5","5"
"1931773","7","7","7"
"1932025","1","1","1"
"1932411","6","6","6"
"1932649","6","6","6"
"1932958","3","3","3"
"1934086","4","4","4"
"1934195","8","8","8"
"1934545","2","2","2"
"1934883","13","13","13"
"1935416","5","5","5"
"1935469","13","13","13"
"1936199","4","4","4"
"1936303","5","5","5"
"1936344","2","2","2"
"1936609","5","5","5"
"1937040","12","12","12"
"1937289","4","4","4"
"1937369","5","5","5"
"1937409","5","5","5"
"1937615","7","7","7"
"1938258","4","4","4"
"1938463","15","15","15"
"1938796","2","2","2"
"1939376","1","1","1"
"1939620","7","7","7"
"1940244","7","7","7"
"1940363","9","9","9"
"1940512","14","14","14"
"1941723","13","13","13"
"1942877","7","7","7"
"1942965","8","8","8"
"1943356","12","12","12"
"1943543","11","11","11"
"1943812","5","5","5"
"1944436","6","6","6"
"1945026","3","3","3"
"1945555","6","6","6"
"1945713","7","7","7"
"1946138","7","7","7"
"1946410","5","5","5"
"1946622","3","3","3"
"1948009","2","2","2"
"1948269","1","1","1"
"1948715","13","13","13"
"1948821","4","4","4"
"1949112","0","0","0"
"1949299","5","5","5"
"1949541","10","10","10"
"1950134","7","7","7"
"1950156","2","2","2"
"1950736","1","1","1"
"1951074","3","3","3"
"1951950","5","5","5"
"1952389","5","5","5"
"1952871","10","10","10"
"1953112","6","6","6"
"1953361","1","1","1"
"1953702","11","11","11"
"1953933","8","8","8"
"1954012","15","15","15"
"1954148","0","0","0"
"1954478","3","3","3"
"1955363","2","2","2"
"1955553","2","2","2"
"1955806","0","0","0"
"1956093","2","2","2"
"1957066","11","11","11"
"1957416","10","10","10"
"1957652","2","2","2"
"1958230","14","14","14"
"1958444","4","4","4"
"1959447","15","15","15"
"1960250","6","6","6"
"1960582","7","7","7"
"1960776","9","9","9"
"1960885","1","1","1"
"1962720","1","1","1"
"1963128","0","0","0"
"1963497","4","4","4"
"1963900","3","3","3"
"1964959","3","3","3"
"1965307","9","9","9"
"1965379","30","30","30"
"1966180","0","0","0"
"1966655","1","1","1"
"1968162","1","1","1"
"1968640","15","15","15"
"1969134","1","1","1"
"1969863","10","10","10"
"1970379","13","13","13"
"1970543","9","9","9"
"1970679","7","7","7"
"1971021","2","2","2"
"1971532","4","4","4"
"1972996","11","11","11"
"1974298","2","2","2"
"1975443","9","9","9"
"1975837","11","11","11"
"1976371","4","4","4"
"1976658","5","5","5"
"1976777","14","14","14"
"1976859","7","7","7"
"1977537","15","15","15"
"1978335","4","4","4"
"1978709","5","5","5"
"1978939","2","2","2"
"1979001","8","8","8"
"1979864","8","8","8"
"1980476","1","1","1"
"1980554","7","7","7"
"1980689","5","5","5"
"1980844","3","3","3"
"1980889","13","13","13"
"1981000","6","6","6"
"1981365","5","5","5"
"1981540","3","3","3"
"1982260","15","15","15"
"1982582","7","7","7"
"1982670","4","4","4"
"1982881","8","8","8"
"1983237","5","5","5"
"1983454","6","6","6"
"1984186","7","7","7"
"1984370","14","14","14"
"1985706","7","7","7"
"1986006","8","8","8"
"1986859","16","16","16"
"1987133","9","9","9"
"1987896","2","2","2"
"1987910","5","5","5"
"1988304","6","6","6"
"1988983","4","4","4"
"1990100","9","9","9"
"1990245","10","10","10"
"1990880","1","1","1"
"1990916","2","2","2"
"1991472","16","16","16"
"1991523","10","10","10"
"1992002","12","12","12"
"1992255","5","5","5"
"1993901","2","2","2"
"1994963","5","5","5"
"1995136","9","9","9"
"1995789","1","1","1"
"1996188","12","12","12"
"1996743","7","7","7"
"1998034","4","4","4"
"1998088","1","1","1"
"1998505","5","5","5"
"1998539","4","4","4"
"1998700","3","3","3"
"1998759","5","5","5"
"1998794","2","2","2"
"1998863","5","5","5"
"1998971","4","4","4"
"1999817","5","5","5"
"2000051","7","7","7"
"2000494","6","6","6"
"2000798","2","2","2"
"2001420","9","9","9"
"2001894","11","11","11"
"2001962","3","3","3"
"2002068","2","2","2"
"2002135","7","7","7"
"2002886","4","4","4"
"2002973","12","12","12"
"2003103","4","4","4"
"2003141","6","6","6"
"2003457","9","9","9"
"2003523","14","14","14"
"2003738","5","5","5"
"2005398","1","1","1"
"2006071","3","3","3"
"2006097","6","6","6"
"2006394","3","3","3"
"2006518","9","9","9"
"2006873","2","2","2"
"2006945","6","6","6"
"2008028","1","1","1"
"2008165","4","4","4"
"2008270","6","6","6"
"2008693","3","3","3"
"2009090","0","0","0"
"2009588","7","7","7"
"2009696","2","2","2"
"2009752","7","7","7"
"2010018","10","10","10"
"2010301","6","6","6"
"2012328","8","8","8"
"2012489","2","2","2"
"2013177","7","7","7"
"2015470","3","3","3"
"2016639","5","5","5"
"2016776","4","4","4"
"2016952","8","8","8"
"2017123","6","6","6"
"2017355","3","3","3"
"2017491","4","4","4"
"2017883","5","5","5"
"2017997","3","3","3"
"2018925","7","7","7"
"2019397","0","0","0"
"2019457","3","3","3"
"2020202","4","4","4"
"2021388","9","9","9"
"2021766","6","6","6"
"2022730","4","4","4"
"2023185","3","3","3"
"2023730","1","1","1"
"2023780","4","4","4"
"2024263","10","10","10"
"2024555","1","1","1"
"2024579","2","2","2"
"2024880","11","11","11"
"2025396","3","3","3"
"2026068","8","8","8"
"2026545","11","11","11"
"2026998","5","5","5"
"2027674","2","2","2"
"2028859","8","8","8"
"2028967","12","12","12"
"2029224","3","3","3"
"2030054","3","3","3"
"2030745","5","5","5"
"2031061","12","12","12"
"2031311","4","4","4"
"2031401","9","9","9"
"2031469","4","4","4"
"2031677","2","2","2"
"2031766","5","5","5"
"2031872","5","5","5"
"2031966","11","11","11"
"2032243","7","7","7"
"2032270","5","5","5"
"2032567","7","7","7"
"2032890","5","5","5"
"2033701","1","1","1"
"2034519","11","11","11"
"2034696","5","5","5"
"2034770","8","8","8"
"2036286","8","8","8"
"2036297","9","9","9"
"2036952","6","6","6"
"2036996","12","12","12"
"2038096","13","13","13"
"2038178","4","4","4"
"2038363","6","6","6"
"2039386","0","0","0"
"2039836","8","8","8"
"2039941","10","10","10"
"2040163","4","4","4"
"2041599","8","8","8"
"2041966","9","9","9"
"2042246","2","2","2"
"2042805","10","10","10"
"2043041","6","6","6"
"2043616","11","11","11"
"2043768","6","6","6"
"2044115","6","6","6"
"2045076","5","5","5"
"2046457","2","2","2"
"2046529","7","7","7"
"2047111","4","4","4"
"2048498","3","3","3"
"2048708","2","2","2"
"2049309","14","14","14"
"2050789","3","3","3"
"2051508","6","6","6"
"2051778","8","8","8"
"2053094","3","3","3"
"2053873","3","3","3"
"2054095","1","1","1"
"2054451","4","4","4"
"2054775","2","2","2"
"2055672","1","1","1"
"2056111","7","7","7"
"2056353","0","0","0"
"2056445","3","3","3"
"2056640","4","4","4"
"2058059","4","4","4"
"2058494","5","5","5"
"2058751","2","2","2"
"2058755","9","9","9"
"2058905","7","7","7"
"2059034","4","4","4"
"2059432","7","7","7"
"2059514","4","4","4"
"2059661","10","10","10"
"2059739","3","3","3"
"2059926","3","3","3"
"2060643","5","5","5"
"2060704","2","2","2"
"2061015","4","4","4"
"2061136","10","10","10"
"2061218","3","3","3"
"2062404","0","0","0"
"2062990","6","6","6"
"2063292","7","7","7"
"2063342","4","4","4"
"2063404","12","12","12"
"2063722","4","4","4"
"2064076","19","19","19"
"2064769","2","2","2"
"2065044","6","6","6"
"2065645","4","4","4"
"2066875","12","12","12"
"2066897","7","7","7"
"2067764","1","1","1"
"2068629","9","9","9"
"2068734","0","0","0"
"2068911","0","0","0"
"2069071","4","4","4"
"2069645","1","1","1"
"2069803","12","12","12"
"2069874","4","4","4"
"2070469","7","7","7"
"2071262","15","15","15"
"2071733","13","13","13"
"2071773","6","6","6"
"2071908","2","2","2"
"2071960","5","5","5"
"2072371","3","3","3"
"2073009","4","4","4"
"2073527","5","5","5"
"2073823","10","10","10"
"2075440","7","7","7"
"2075465","5","5","5"
"2075784","14","14","14"
"2076059","4","4","4"
"2076577","2","2","2"
"2077146","3","3","3"
"2077846","4","4","4"
"2077922","0","0","0"
"2078274","5","5","5"
"2078599","10","10","10"
"2079046","10","10","10"
"2080705","2","2","2"
"2080855","2","2","2"
"2080963","3","3","3"
"2081184","5","5","5"
"2081918","2","2","2"
"2082891","4","4","4"
"2082982","9","9","9"
"2083405","2","2","2"
"2083497","8","8","8"
"2083605","2","2","2"
"2083844","4","4","4"
"2085236","3","3","3"
"2085327","5","5","5"
"2085904","6","6","6"
"2087196","4","4","4"
"2087335","6","6","6"
"2088094","5","5","5"
"2088256","5","5","5"
"2088346","2","2","2"
"2088793","7","7","7"
"2088942","4","4","4"
"2089334","8","8","8"
"2089937","9","9","9"
"2089996","1","1","1"
"2090172","8","8","8"
"2090282","8","8","8"
"2090949","3","3","3"
"2091251","3","3","3"
"2092234","30","30","30"
"2092843","8","8","8"
"2092873","2","2","2"
"2093232","4","4","4"
"2093789","5","5","5"
"2095139","9","9","9"
"2095764","9","9","9"
"2096751","6","6","6"
"2097149","13","13","13"
"2097463","3","3","3"
"2097759","7","7","7"
"2097970","7","7","7"
"2099666","19","19","19"
"2100238","8","8","8"
"2100734","2","2","2"
"2101689","1","1","1"
"2102016","1","1","1"
"2102339","3","3","3"
"2102539","3","3","3"
"2102614","3","3","3"
"2102893","9","9","9"
"2102995","10","10","10"
"2103480","1","1","1"
"2103780","9","9","9"
"2104202","0","0","0"
"2104378","2","2","2"
"2104694","0","0","0"
"2104729","1","1","1"
"2105602","6","6","6"
"2106107","1","1","1"
"2106266","3","3","3"
"2107215","4","4","4"
"2107372","2","2","2"
"2107676","3","3","3"
"2107976","8","8","8"
"2108078","4","4","4"
"2108265","3","3","3"
"2109470","5","5","5"
"2110496","7","7","7"
"2110921","3","3","3"
"2111000","11","11","11"
"2111125","8","8","8"
"2112004","4","4","4"
"2112461","8","8","8"
"2112703","9","9","9"
"2112977","2","2","2"
"2113222","8","8","8"
"2113479","11","11","11"
"2115031","10","10","10"
"2115490","12","12","12"
"2115986","4","4","4"
"2116059","7","7","7"
"2116262","5","5","5"
"2116914","3","3","3"
"2117004","5","5","5"
"2117573","9","9","9"
"2117633","8","8","8"
"2118839","3","3","3"
"2118868","6","6","6"
"2119230","5","5","5"
"2119744","2","2","2"
"2121139","5","5","5"
"2121438","0","0","0"
"2121788","11","11","11"
"2122281","2","2","2"
"2122510","8","8","8"
"2122600","14","14","14"
"2122979","8","8","8"
"2123438","2","2","2"
"2123573","3","3","3"
"2123887","4","4","4"
"2124162","3","3","3"
"2124509","6","6","6"
"2124781","6","6","6"
"2124848","9","9","9"
"2125178","4","4","4"
"2125309","5","5","5"
"2125610","10","10","10"
"2125914","6","6","6"
"2126520","2","2","2"
"2126918","3","3","3"
"2127084","7","7","7"
"2129045","2","2","2"
"2130149","11","11","11"
"2130698","8","8","8"
"2131287","1","1","1"
"2131419","2","2","2"
"2131545","7","7","7"
"2131700","8","8","8"
"2132139","9","9","9"
"2132167","3","3","3"
"2133184","3","3","3"
"2133328","9","9","9"
"2133641","11","11","11"
"2135062","6","6","6"
"2135422","1","1","1"
"2136486","3","3","3"
"2136515","11","11","11"
"2136660","5","5","5"
"2136754","5","5","5"
"2136827","4","4","4"
"2136977","10","10","10"
"2137564","8","8","8"
"2139219","12","12","12"
"2139505","4","4","4"
"2139781","3","3","3"
"2139869","1","1","1"
"2140023","2","2","2"
"2140769","5","5","5"
"2141406","5","5","5"
"2141944","6","6","6"
"2142698","2","2","2"
"2143285","5","5","5"
"2143328","9","9","9"
"2143434","2","2","2"
"2143549","2","2","2"
"2143597","4","4","4"
"2143883","8","8","8"
"2144026","1","1","1"
"2144514","4","4","4"
"2145828","9","9","9"
"2145887","3","3","3"
"2145978","5","5","5"
"2146317","5","5","5"
"2147151","12","12","12"
"2147254","13","13","13"
"2147440","3","3","3"
"2147590","6","6","6"
"2147675","2","2","2"
"2148036","7","7","7"
"2148434","8","8","8"
"2148776","6","6","6"
"2149207","3","3","3"
"2149400","8","8","8"
"2150407","6","6","6"
"2150670","6","6","6"
"2152498","3","3","3"
"2153083","0","0","0"
"2153224","10","10","10"
"2155315","1","1","1"
"2156313","5","5","5"
"2156352","4","4","4"
"2156481","9","9","9"
"2156718","6","6","6"
"2156907","6","6","6"
"2157281","4","4","4"
"2157314","1","1","1"
"2157445","1","1","1"
"2158036","6","6","6"
"2158084","0","0","0"
"2158309","5","5","5"
"2158462","1","1","1"
"2158685","3","3","3"
"2159824","9","9","9"
"2160003","7","7","7"
"2160615","3","3","3"
"2161932","12","12","12"
"2162001","8","8","8"
"2162346","1","1","1"
"2162390","9","9","9"
"2162472","2","2","2"
"2163642","5","5","5"
"2163800","3","3","3"
"2163959","4","4","4"
"2164363","5","5","5"
"2165133","4","4","4"
"2165510","1","1","1"
"2165596","9","9","9"
"2165743","10","10","10"
"2166708","8","8","8"
"2166902","3","3","3"
"2167263","3","3","3"
"2168094","7","7","7"
"2169626","7","7","7"
"2169856","2","2","2"
"2170493","7","7","7"
"2170583","3","3","3"
"2170770","4","4","4"
"2172964","5","5","5"
"2173255","7","7","7"
"2174268","7","7","7"
"2174377","7","7","7"
"2174768","3","3","3"
"2174956","5","5","5"
"2175109","3","3","3"
"2175308","1","1","1"
"2175665","5","5","5"
"2176123","2","2","2"
"2176155","8","8","8"
"2176399","6","6","6"
"2176467","1","1","1"
"2176871","3","3","3"
"2176974","12","12","12"
"2177876","5","5","5"
"2178273","4","4","4"
"2178646","3","3","3"
"2178851","3","3","3"
"2178994","6","6","6"
"2179521","8","8","8"
"2180048","4","4","4"
"2180271","4","4","4"
"2180354","2","2","2"
"2180902","10","10","10"
"2180962","12","12","12"
"2181384","5","5","5"
"2181449","12","12","12"
"2181685","8","8","8"
"2181997","7","7","7"
"2182120","3","3","3"
"2182590","7","7","7"
"2182638","5","5","5"
"2182809","4","4","4"
"2182852","2","2","2"
"2184285","9","9","9"
"2184351","5","5","5"
"2184384","4","4","4"
"2184646","2","2","2"
"2185244","5","5","5"
"2185335","6","6","6"
"2185557","6","6","6"
"2186016","10","10","10"
"2186426","5","5","5"
"2186795","6","6","6"
"2187132","2","2","2"
"2187331","3","3","3"
"2187946","3","3","3"
"2188173","3","3","3"
"2188442","5","5","5"
"2188562","2","2","2"
"2189220","4","4","4"
"2189369","9","9","9"
"2189393","7","7","7"
"2189669","7","7","7"
"2190712","8","8","8"
"2191195","2","2","2"
"2191869","2","2","2"
"2192368","4","4","4"
"2192396","3","3","3"
"2193398","5","5","5"
"2193415","6","6","6"
"2193758","6","6","6"
"2194251","6","6","6"
"2194585","0","0","0"
"2194894","5","5","5"
"2195047","5","5","5"
"2195807","1","1","1"
"2196692","4","4","4"
"2197153","2","2","2"
"2197642","5","5","5"
"2197947","3","3","3"
"2198335","7","7","7"
"2198675","4","4","4"
"2199233","4","4","4"
"2199938","7","7","7"
"2200904","7","7","7"
"2201605","6","6","6"
"2201716","8","8","8"
"2202423","2","2","2"
"2202481","7","7","7"
"2204220","1","1","1"
"2204265","8","8","8"
"2204757","4","4","4"
"2204851","9","9","9"
"2204944","7","7","7"
"2205039","5","5","5"
"2205182","2","2","2"
"2205490","9","9","9"
"2205656","13","13","13"
"2206114","7","7","7"
"2206457","2","2","2"
"2206555","2","2","2"
"2206592","2","2","2"
"2207011","9","9","9"
"2208356","8","8","8"
"2208758","4","4","4"
"2208864","7","7","7"
"2209484","4","4","4"
"2209725","5","5","5"
"2209766","7","7","7"
"2210157","6","6","6"
"2211204","7","7","7"
"2211290","9","9","9"
"2211540","2","2","2"
"2212026","6","6","6"
"2212395","5","5","5"
"2213197","9","9","9"
"2213546","9","9","9"
"2213599","3","3","3"
"2214197","10","10","10"
"2215131","0","0","0"
"2215254","6","6","6"
"2215890","3","3","3"
"2216083","3","3","3"
"2216459","3","3","3"
"2216527","14","14","14"
"2216727","5","5","5"
"2217208","1","1","1"
"2217264","10","10","10"
"2217326","12","12","12"
"2217994","3","3","3"
"2218716","11","11","11"
"2218881","4","4","4"
"2219372","7","7","7"
"2220131","0","0","0"
"2220297","10","10","10"
"2220885","1","1","1"
"2221089","5","5","5"
"2221156","3","3","3"
"2221469","15","15","15"
"2221849","5","5","5"
"2222366","8","8","8"
"2222441","5","5","5"
"2223054","10","10","10"
"2223569","1","1","1"
"2223717","30","30","30"
"2224700","1","1","1"
"2224808","7","7","7"
"2225120","3","3","3"
"2225736","6","6","6"
"2227334","18","18","18"
"2227460","2","2","2"
"2227698","4","4","4"
"2228661","2","2","2"
"2228867","13","13","13"
"2229044","10","10","10"
"2229114","3","3","3"
"2229466","3","3","3"
"2230186","6","6","6"
"2230528","4","4","4"
"2230992","2","2","2"
"2231225","4","4","4"
"2231948","4","4","4"
"2232311","9","9","9"
"2232660","8","8","8"
"2233119","2","2","2"
"2233174","4","4","4"
"2234481","1","1","1"
"2234690","7","7","7"
"2235070","13","13","13"
"2235781","6","6","6"
"2236829","1","1","1"
"2236927","2","2","2"
"2236958","2","2","2"
"2237385","4","4","4"
"2237487","8","8","8"
"2237586","4","4","4"
"2237867","2","2","2"
"2237913","2","2","2"
"2238006","13","13","13"
"2238504","2","2","2"
"2238805","0","0","0"
"2238971","6","6","6"
"2239067","7","7","7"
"2239200","2","2","2"
"2239832","8","8","8"
"2240176","8","8","8"
"2240361","5","5","5"
"2240756","0","0","0"
"2241954","12","12","12"
"2242305","6","6","6"
"2242379","6","6","6"
"2243171","3","3","3"
"2243466","9","9","9"
"2244279","1","1","1"
"2244439","3","3","3"
"2244497","3","3","3"
"2245645","9","9","9"
"2246094","9","9","9"
"2246700","3","3","3"
"2246901","3","3","3"
"2247962","3","3","3"
"2248057","4","4","4"
"2248143","7","7","7"
"2248211","17","17","17"
"2248358","15","15","15"
"2248824","9","9","9"
"2249347","4","4","4"
"2249413","2","2","2"
"2249639","11","11","11"
"2249668","4","4","4"
"2250759","19","19","19"
"2250986","6","6","6"
"2251531","1","1","1"
"2252782","8","8","8"
"2253409","7","7","7"
"2253604","4","4","4"
"2253970","2","2","2"
"2254156","4","4","4"
"2255272","3","3","3"
"2255750","9","9","9"
"2256223","7","7","7"
"2256272","9","9","9"
"2256997","13","13","13"
"2257451","8","8","8"
"2257994","1","1","1"
"2258619","3","3","3"
"2258676","5","5","5"
"2258863","5","5","5"
"2259341","1","1","1"
"2259411","2","2","2"
"2259709","7","7","7"
"2259720","10","10","10"
"2259869","6","6","6"
"2260476","14","14","14"
"2260504","3","3","3"
"2261874","2","2","2"
"2261986","3","3","3"
"2262189","3","3","3"
"2262210","5","5","5"
"2263089","5","5","5"
"2263132","16","16","16"
"2263764","8","8","8"
"2263808","9","9","9"
"2263927","4","4","4"
"2264126","3","3","3"
"2264502","7","7","7"
"2264800","5","5","5"
"2264910","2","2","2"
"2265087","6","6","6"
"2265109","7","7","7"
"2266180","3","3","3"
"2266330","5","5","5"
"2266744","1","1","1"
"2267479","4","4","4"
"2268771","4","4","4"
"2269842","2","2","2"
"2270500","2","2","2"
"2270569","4","4","4"
"2271561","7","7","7"
"2272179","8","8","8"
"2272453","2","2","2"
"2272911","7","7","7"
"2273804","5","5","5"
"2274385","7","7","7"
"2275823","1","1","1"
"2276135","8","8","8"
"2276313","13","13","13"
"2276656","15","15","15"
"2276916","3","3","3"
"2277285","5","5","5"
"2277420","6","6","6"
"2277918","7","7","7"
"2278280","4","4","4"
"2278470","5","5","5"
"2278891","4","4","4"
"2279041","17","17","17"
"2280020","6","6","6"
"2280237","4","4","4"
"2280403","6","6","6"
"2280477","3","3","3"
"2280680","2","2","2"
"2281034","4","4","4"
"2281223","9","9","9"
"2281398","2","2","2"
"2282339","1","1","1"
"2282555","4","4","4"
"2283726","6","6","6"
"2284129","11","11","11"
"2284672","2","2","2"
"2285279","5","5","5"
"2286345","2","2","2"
"2286492","5","5","5"
"2287654","13","13","13"
"2287869","4","4","4"
"2288063","7","7","7"
"2288538","6","6","6"
"2288655","3","3","3"
"2288909","4","4","4"
"2288976","5","5","5"
"2289538","4","4","4"
"2289897","5","5","5"
"2290208","5","5","5"
"2291203","11","11","11"
"2293240","5","5","5"
"2294652","12","12","12"
"2294673","4","4","4"
"2294930","3","3","3"
"2296055","12","12","12"
"2296453","5","5","5"
"2296939","5","5","5"
"2297701","0","0","0"
"2297918","30","30","30"
"2298602","19","19","19"
"2298630","3","3","3"
"2299148","10","10","10"
"2299425","5","5","5"
"2299850","1","1","1"
"2299927","12","12","12"
"2300318","4","4","4"
"2300717","6","6","6"
"2301249","5","5","5"
"2301371","3","3","3"
"2301515","15","15","15"
"2301760","5","5","5"
"2302247","6","6","6"
"2302407","7","7","7"
"2302677","9","9","9"
"2303916","5","5","5"
"2303963","4","4","4"
"2304125","2","2","2"
"2304920","1","1","1"
"2305165","3","3","3"
"2306269","8","8","8"
"2306312","7","7","7"
"2307540","10","10","10"
"2307721","3","3","3"
"2308494","7","7","7"
"2308761","3","3","3"
"2309233","13","13","13"
"2309571","6","6","6"
"2309820","2","2","2"
"2310148","15","15","15"
"2310829","1","1","1"
"2311103","6","6","6"
"2311160","3","3","3"
"2312422","6","6","6"
"2312559","8","8","8"
"2313306","3","3","3"
"2313380","13","13","13"
"2313820","4","4","4"
"2314578","3","3","3"
"2315497","9","9","9"
"2315767","4","4","4"
"2316101","4","4","4"
"2317612","3","3","3"
"2317922","3","3","3"
"2318091","3","3","3"
"2318834","30","30","30"
"2318864","9","9","9"
"2318966","6","6","6"
"2318978","10","10","10"
"2319461","6","6","6"
"2319633","10","10","10"
"2320589","2","2","2"
"2321429","4","4","4"
"2321646","9","9","9"
"2321684","1","1","1"
"2321899","7","7","7"
"2322363","2","2","2"
"2322536","10","10","10"
"2322611","1","1","1"
"2322625","3","3","3"
"2322736","9","9","9"
"2322840","1","1","1"
"2322884","2","2","2"
"2323047","6","6","6"
"2323798","10","10","10"
"2324443","4","4","4"
"2324833","3","3","3"
"2325644","2","2","2"
"2326218","6","6","6"
"2326714","10","10","10"
"2327646","8","8","8"
"2328061","1","1","1"
"2328675","30","30","30"
"2328740","1","1","1"
"2329288","6","6","6"
"2329461","12","12","12"
"2329647","4","4","4"
"2329815","6","6","6"
"2329870","3","3","3"
"2329939","12","12","12"
"2330205","7","7","7"
"2331185","9","9","9"
"2331580","3","3","3"
"2332498","3","3","3"
"2332586","12","12","12"
"2334137","9","9","9"
"2334470","10","10","10"
"2334697","4","4","4"
"2335437","3","3","3"
"2335577","8","8","8"
"2335967","15","15","15"
"2336614","7","7","7"
"2336887","4","4","4"
"2337336","9","9","9"
"2337545","9","9","9"
"2337843","2","2","2"
"2337861","4","4","4"
"2338100","2","2","2"
"2338113","2","2","2"
"2338447","11","11","11"
"2338496","8","8","8"
"2338942","7","7","7"
"2339281","4","4","4"
"2339610","7","7","7"
"2339714","7","7","7"
"2339885","9","9","9"
"2340106","3","3","3"
"2340688","6","6","6"
"2342738","0","0","0"
"2342906","4","4","4"
"2343216","3","3","3"
"2343406","4","4","4"
"2343892","3","3","3"
"2344993","7","7","7"
"2345122","6","6","6"
"2345438","3","3","3"
"2346123","6","6","6"
"2346595","0","0","0"
"2347749","8","8","8"
"2348668","3","3","3"
"2349932","7","7","7"
"2350419","7","7","7"
"2350542","9","9","9"
"2351229","9","9","9"
"2351364","8","8","8"
"2351558","4","4","4"
"2351625","2","2","2"
"2351985","6","6","6"
"2352220","11","11","11"
"2353306","1","1","1"
"2353755","7","7","7"
"2354472","5","5","5"
"2354795","7","7","7"
"2354949","1","1","1"
"2355583","2","2","2"
"2356559","3","3","3"
"2356802","4","4","4"
"2357196","8","8","8"
"2357824","4","4","4"
"2358000","1","1","1"
"2358559","6","6","6"
"2358689","1","1","1"
"2358744","11","11","11"
"2358993","2","2","2"
"2359239","15","15","15"
"2359422","5","5","5"
"2359602","11","11","11"
"2360682","4","4","4"
"2360725","12","12","12"
"2360885","10","10","10"
"2361659","9","9","9"
"2361736","4","4","4"
"2362761","0","0","0"
"2363856","3","3","3"
"2363942","10","10","10"
"2364339","6","6","6"
"2364457","6","6","6"
"2364580","8","8","8"
"2365070","2","2","2"
"2365405","6","6","6"
"2366531","13","13","13"
"2366775","9","9","9"
"2366814","5","5","5"
"2366880","9","9","9"
"2367416","9","9","9"
"2368406","11","11","11"
"2368658","3","3","3"
"2369145","8","8","8"
"2369831","15","15","15"
"2370459","2","2","2"
"2370876","3","3","3"
"2371054","7","7","7"
"2372122","5","5","5"
"2372520","3","3","3"
"2372861","1","1","1"
"2372934","3","3","3"
"2373236","9","9","9"
"2373704","2","2","2"
"2373908","8","8","8"
"2374182","1","1","1"
"2374545","2","2","2"
"2374873","15","15","15"
"2374975","3","3","3"
"2375255","12","12","12"
"2375320","0","0","0"
"2375467","4","4","4"
"2375664","5","5","5"
"2375990","4","4","4"
"2378211","8","8","8"
"2378285","11","11","11"
"2378746","11","11","11"
"2380004","2","2","2"
"2380130","5","5","5"
"2380353","30","30","30"
"2380449","5","5","5"
"2380767","3","3","3"
"2381193","6","6","6"
"2381450","6","6","6"
"2382101","2","2","2"
"2382413","9","9","9"
"2382705","10","10","10"
"2384591","7","7","7"
"2384711","8","8","8"
"2385356","1","1","1"
"2385408","9","9","9"
"2385669","5","5","5"
"2386254","4","4","4"
"2386396","9","9","9"
"2386628","12","12","12"
"2386750","7","7","7"
"2386818","5","5","5"
"2386936","5","5","5"
"2388445","5","5","5"
"2388658","5","5","5"
"2389949","3","3","3"
"2390057","9","9","9"
"2390539","13","13","13"
"2390750","4","4","4"
"2392345","2","2","2"
"2392752","2","2","2"
"2393362","6","6","6"
"2394902","6","6","6"
"2395040","10","10","10"
"2395536","8","8","8"
"2395638","2","2","2"
"2395912","3","3","3"
"2396012","10","10","10"
"2396186","7","7","7"
"2396394","13","13","13"
"2396499","10","10","10"
"2396753","6","6","6"
"2396955","4","4","4"
"2397285","4","4","4"
"2397367","9","9","9"
"2398147","7","7","7"
"2398503","5","5","5"
"2399124","6","6","6"
"2399354","3","3","3"
"2400001","2","2","2"
"2400441","6","6","6"
"2400820","7","7","7"
"2400868","5","5","5"
"2401097","4","4","4"
"2403885","5","5","5"
"2404897","7","7","7"
"2405052","5","5","5"
"2405414","10","10","10"
"2406203","11","11","11"
"2406784","7","7","7"
"2407050","6","6","6"
"2408126","3","3","3"
"2409065","2","2","2"
"2409239","7","7","7"
"2409651","3","3","3"
"2409858","8","8","8"
"2409944","15","15","15"
"2410260","1","1","1"
"2410564","4","4","4"
"2410947","2","2","2"
"2411275","8","8","8"
"2411698","3","3","3"
"2411797","5","5","5"
"2412127","11","11","11"
"2413219","5","5","5"
"2413623","2","2","2"
"2413829","6","6","6"
"2414191","9","9","9"
"2414960","3","3","3"
"2415431","9","9","9"
"2415622","13","13","13"
"2416238","6","6","6"
"2416281","3","3","3"
"2416445","7","7","7"
"2416697","1","1","1"
"2416846","8","8","8"
"2417248","2","2","2"
"2417500","6","6","6"
"2417579","10","10","10"
"2418401","1","1","1"
